Material Number,Material Group,Material type,Base Unit of Measure,Gross weight,Net weight,Weight Unit,Division,Material description,Plant,Batch Management,Purchasing Group,MRP Type,MRP Controller,Planned Deliv. Time,GR processing time,Period Indicator,Lot Sizing Procedure,ReOrder Level,Max Stock Level,Procurement Type,Special procurement,Sched. Margin Key,In-house production,QM Control Key,Loading Group,Batch Management(Plant),Availability check,Prod. stor. location,MRP Group,Planning Strategy Group,Storage loc. for EP,Valuation area,Valuation Type,Price control,Moving price,Standard price,Price unit,Valuation Class
RM-500-601,900-012,ROH,PC,0,0,KG,30,Flange 500-601,1710,,150,VB,150,20,1,,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-602,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-602,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-603,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-603,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-604,900-012,ROH,PC,0,0,KG,60,Flange 500-604,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-605,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-605,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-606,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-606,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-607,900-012,ROH,PC,0,0,KG,30,Flange 500-607,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-608,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-608,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-609,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-609,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-610,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-610,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-611,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-611,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-612,900-012,ROH,PC,0,0,KG,30,Flange 500-612,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-613,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-613,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-614,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-614,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-615,900-012,ROH,PC,0,0,KG,60,Flange 500-615,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-616,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-616,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-617,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-617,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-618,900-012,ROH,PC,0,0,KG,30,Flange 500-618,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-619,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-619,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-620,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-620,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-621,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-621,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-622,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-622,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-623,900-012,ROH,PC,0,0,KG,30,Flange 500-623,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-624,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-624,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-625,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-625,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-626,900-012,ROH,PC,0,0,KG,60,Flange 500-626,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-627,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-627,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-628,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-628,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-629,900-012,ROH,PC,0,0,KG,30,Flange 500-629,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-630,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-630,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-631,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-631,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-632,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-632,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-633,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-633,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-634,900-012,ROH,PC,0,0,KG,30,Flange 500-634,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-635,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-635,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-636,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-636,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-637,900-012,ROH,PC,0,0,KG,60,Flange 500-637,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-638,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-638,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-639,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-639,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-640,900-012,ROH,PC,0,0,KG,30,Flange 500-640,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-641,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-641,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-642,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-642,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-643,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-643,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-644,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-644,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-645,900-012,ROH,PC,0,0,KG,30,Flange 500-645,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-646,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-646,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-647,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-647,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-648,900-012,ROH,PC,0,0,KG,60,Flange 500-648,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-649,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-649,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-650,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-650,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-651,900-012,ROH,PC,0,0,KG,30,Flange 500-651,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-652,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-652,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-653,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-653,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-654,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-654,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-655,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-655,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-656,900-012,ROH,PC,0,0,KG,30,Flange 500-656,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-657,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-657,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-658,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-658,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-659,900-012,ROH,PC,0,0,KG,60,Flange 500-659,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-660,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-660,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-661,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-661,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-662,900-012,ROH,PC,0,0,KG,30,Flange 500-662,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-663,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-663,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-664,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-664,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-665,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-665,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-666,900-011,ROH,PC,20,15,KG,20,Rubber Linears  500-666,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-667,900-012,ROH,PC,0,0,KG,30,Flange 500-667,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-668,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-668,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-669,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-669,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-670,900-012,ROH,PC,0,0,KG,60,Flange 500-670,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-671,900-010,ROH,PC,1,1,KG,10,Shaft Sleeve 500-671,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-672,900-011,ROH,PC,10,7,KG,20,Rubber Linears  500-672,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-673,900-012,ROH,PC,10,7,KG,30,Flange 500-673,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-674,900-010,ROH,PC,1,1,KG,40,Shaft Sleeve 500-674,1710,,150,VB,150,15,1,T,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-675,900-011,ROH,PC,1,1,KG,60,Rubber Linears  500-675,1710,,150,VB,150,15,1,T,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-676,900-010,ROH,PC,1,1,KG,10,Shaft Sleeve 500-676,1710,,150,VB,150,15,1,T,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-677,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-677,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-678,900-012,ROH,PC,0,0,KG,30,Flange 500-678,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-679,900-010,ROH,PC,2,1,KG,40,Shaft Sleeve 500-679,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-680,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-680,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-681,900-012,ROH,PC,0,0,KG,60,Flange 500-681,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-682,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-682,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-683,900-011,ROH,PC,10,7,KG,20,Rubber Linears  500-683,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-684,900-012,ROH,PC,10,7,KG,30,Flange 500-684,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-685,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-685,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-686,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-686,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-687,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-687,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-688,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-688,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-689,900-012,ROH,PC,0,0,KG,30,Flange 500-689,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-690,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-690,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-691,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-691,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-692,900-012,ROH,PC,0,0,KG,60,Flange 500-692,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-693,900-010,ROH,PC,10,7,KG,10,Shaft Sleeve 500-693,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-694,900-011,ROH,PC,10,7,KG,20,Rubber Linears  500-694,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-695,900-012,ROH,PC,0,0,KG,30,Flange 500-695,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-696,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-696,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-697,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-697,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-698,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-698,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-699,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-699,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-700,900-012,ROH,PC,10,7,KG,30,Flange 500-700,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-703,900-012,ROH,PC,20,15,KG,60,Flange 500-703,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-704,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-704,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-705,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-705,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-706,900-012,ROH,PC,0,0,KG,30,Flange 500-706,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-707,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-707,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-708,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-708,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-709,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-709,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-710,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-710,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-711,900-012,ROH,PC,0,0,KG,30,Flange 500-711,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-712,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-712,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-713,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-713,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-714,900-012,ROH,PC,0,0,KG,60,Flange 500-714,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-715,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-715,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-716,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-716,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-717,900-012,ROH,PC,0,0,KG,30,Flange 500-717,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-718,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-718,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-719,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-719,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,X,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-720,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-720,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-721,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-721,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-722,900-012,ROH,PC,0,0,KG,30,Flange 500-722,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-723,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-723,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-724,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-724,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-725,900-012,ROH,PC,0,0,KG,60,Flange 500-725,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-726,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-726,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-727,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-727,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-728,900-012,ROH,PC,0,0,KG,30,Flange 500-728,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-729,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-729,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-730,900-011,ROH,PC,0,0,KG,60,Rubber Linears  500-730,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-731,900-010,ROH,PC,0,0,KG,10,Shaft Sleeve 500-731,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-732,900-011,ROH,PC,0,0,KG,20,Rubber Linears  500-732,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-733,900-012,ROH,PC,0,0,KG,30,Flange 500-733,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-734,900-010,ROH,PC,0,0,KG,40,Shaft Sleeve 500-734,1710,,150,VB,150,15,1,M,HB,10,50,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-735,900-011,ROH,PC,0,0,KG,50,Rubber Linears  500-735,1710,,150,VB,150,15,1,M,HB,25,75,F,,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
RM-500-736,900-012,ROH,PC,0,0,KG,60,Flange 500-736,1710,,150,VB,150,20,1,M,HB,15,50,F,10,000,0,0000,001,,02,,0000,10,6300,1710,,V,1,0,1,7920
